,weight
AAPL,0.0
ABBV,0.0
ABT,0.0
ACN,1.8470236933617393e-17
ADBE,8.786921086918152e-17
ADI,0.0
ADP,3.544983465477905e-18
AMAT,0.0
AMD,0.06001071829613661
AMGN,0.0
AMZN,0.0
ANET,8.447937054033097e-18
AVGO,0.0
AXP,0.0
BA,3.240852683306608e-17
BAC,0.0
BKNG,0.0
BLK,4.4516519411778925e-17
BMY,1.9516713872107422e-16
BRK-B,0.0
BSX,0.0
C,2.290455439028878e-17
CAT,8.917576059177136e-17
CB,0.0
COP,0.0
COST,1.2917112952617891e-17
CRM,0.0
CSCO,1.1315794600933717e-16
CVX,0.0
DE,3.7556308696096844e-17
DHR,1.2949326105507244e-16
DIS,0.06723989279412579
DUK,1.878131952954529e-17
ELV,1.6025501615031599e-16
ETN,0.0
GE,1.5794722862016978e-16
GILD,3.616302574888561e-17
GOOG,6.5298089958085e-17
GS,3.269005775724217e-17
HD,0.0
HON,0.0
IBM,0.0
ICE,5.847403839149911e-17
INTU,2.407791035888025e-17
ISRG,1.2741453474620908e-16
JNJ,0.0
JPM,9.845429291639545e-17
KLAC,0.0
KO,0.0
LIN,4.768963825595003e-17
LLY,0.1466158665986961
LMT,6.373550497220635e-18
LOW,0.0
LRCX,1.517039306909639e-16
MA,5.990556260917172e-17
MCD,0.11008203464382424
MDLZ,0.014279969068221019
MDT,0.0
META,7.155798737950646e-18
MO,1.5773119688085567e-17
MRK,0.008117371604490135
MSFT,8.096159104001681e-17
MU,7.599778051409782e-18
NEE,0.032154688554945104
NFLX,7.984772166346645e-17
NKE,4.152641155205906e-17
NOW,1.5023529775500327e-16
NVDA,0.0
ORCL,0.0
PANW,0.0
PEP,0.0
PFE,9.13728133439921e-18
PG,0.2632460085268351
PGR,0.008413147050179676
PLD,2.8483774034100497e-17
PM,4.521262718805675e-17
QCOM,0.0
RTX,2.4081763566003446e-17
SBUX,0.05919614404034656
SCHW,1.1041582406734998e-16
SO,0.11272629077639804
SPGI,0.0
SYK,3.926431522541286e-17
T,0.0
TJX,0.0
TMO,0.0
TSLA,7.785040948052474e-17
TXN,6.209499763073836e-17
UBER,8.974326420929069e-17
UNH,0.0
UNP,0.0
UPS,0.0
V,1.2138278124111657e-16
VRTX,1.0340781066715243e-16
VZ,1.6358378660637183e-16
WFC,0.0
WM,0.10067509471877062
WMT,0.01724277332703076
XOM,2.2874595414535933e-17
