Date,drawdown
2022-01-03,0.0
2022-01-04,-0.0029042997720933883
2022-01-05,-0.007630718229552191
2022-01-06,-0.010160192140556967
2022-01-07,-0.00812287783458987
2022-01-10,-0.010597930528041033
2022-01-11,-0.008408166622916324
2022-01-12,-0.00894542783379726
2022-01-13,-0.012970483748682926
2022-01-14,-0.015102008604535477
2022-01-18,-0.028170085946702672
2022-01-19,-0.03148185732592601
2022-01-20,-0.04296351230260753
2022-01-21,-0.05487501335724265
2022-01-24,-0.054135116482420975
2022-01-25,-0.06150611235210135
2022-01-26,-0.0673445723343199
2022-01-27,-0.06722852305504445
2022-01-28,-0.048959820949377675
2022-01-31,-0.03634315327563575
2022-02-01,-0.030860088631169513
2022-02-02,-0.025593016357784548
2022-02-03,-0.03984480782070987
2022-02-04,-0.03987243771406601
2022-02-07,-0.04281583775687625
2022-02-08,-0.03540632401797028
2022-02-09,-0.029012088695496763
2022-02-10,-0.04320622569403465
2022-02-11,-0.05598755624575624
2022-02-14,-0.06000032735663818
2022-02-15,-0.04862392781904068
2022-02-16,-0.05018335598064738
2022-02-17,-0.05354499824230785
2022-02-18,-0.058475607748240344
2022-02-22,-0.06971481644393962
2022-02-23,-0.08265237948729376
2022-02-24,-0.08126293866984691
2022-02-25,-0.058877471867568754
2022-02-28,-0.06399750834316775
2022-03-01,-0.07395575355197748
2022-03-02,-0.06261634496162494
2022-03-03,-0.05983047691078447
2022-03-04,-0.058514001591297604
2022-03-07,-0.07794110180027547
2022-03-08,-0.0901777162613141
2022-03-09,-0.07462421482059178
2022-03-10,-0.07394182687534079
2022-03-11,-0.07972084263298784
2022-03-14,-0.07895134898925305
2022-03-15,-0.06018566339741416
2022-03-16,-0.04980683876087477
2022-03-17,-0.041085149826302736
2022-03-18,-0.03379629217737057
2022-03-21,-0.03786668277937877
2022-03-22,-0.03304825178827209
2022-03-23,-0.044087096647480006
2022-03-24,-0.034152024160349126
2022-03-25,-0.030144120341967118
2022-03-28,-0.021875408508087224
2022-03-29,-0.01176496781732983
2022-03-30,-0.010940944143940201
2022-03-31,-0.022876555177900215
2022-04-01,-0.015148268283600053
2022-04-04,-0.010570664363900861
2022-04-05,-0.01645404234430381
2022-04-06,-0.014791162707160188
2022-04-07,-0.01007056711448906
2022-04-08,-0.008948189453594213
2022-04-11,-0.023317568263996002
2022-04-12,-0.02825818285960513
2022-04-13,-0.01469880748116048
2022-04-14,-0.020231136422778517
2022-04-18,-0.024830094578305095
2022-04-19,-0.010282897818221115
2022-04-20,-0.004309242060078544
2022-04-21,-0.012293188733686344
2022-04-22,-0.03740163415029096
2022-04-25,-0.03179224138317116
2022-04-26,-0.04953176219393396
2022-04-27,-0.0508691570739912
2022-04-28,-0.03163466238454149
2022-04-29,-0.06030635650113536
2022-05-02,-0.06049402308089846
2022-05-03,-0.05924745493408168
2022-05-04,-0.03684902976351723
2022-05-05,-0.06275921885149893
2022-05-06,-0.06891184750398405
2022-05-09,-0.07998083800772915
2022-05-10,-0.08328237629082436
2022-05-11,-0.09431419621851689
2022-05-12,-0.09419677125707693
2022-05-13,-0.08072000550302927
2022-05-16,-0.08009598200123735
2022-05-17,-0.09151987036760856
2022-05-18,-0.1300366954339791
2022-05-19,-0.14243341096448492
2022-05-20,-0.13955931726309723
2022-05-23,-0.1232606718357635
2022-05-24,-0.12103797006874373
2022-05-25,-0.11699903004634649
2022-05-26,-0.10236893822000592
2022-05-27,-0.08531605966741196
2022-05-31,-0.08839487631557363
2022-06-01,-0.0952574280997639
2022-06-02,-0.08184899824724723
2022-06-03,-0.09343115158648962
2022-06-06,-0.09321274997738138
2022-06-07,-0.08995790000444226
2022-06-08,-0.09768819782739346
2022-06-09,-0.11426124545508887
2022-06-10,-0.13132539012081823
2022-06-13,-0.15535024131361397
2022-06-14,-0.1596570957864275
2022-06-15,-0.15176268191531084
2022-06-16,-0.1648994247164286
2022-06-17,-0.16579730386706104
2022-06-21,-0.14541005639076665
2022-06-22,-0.1470709479802057
2022-06-23,-0.1340647472908707
2022-06-24,-0.11687004947295399
2022-06-27,-0.11982443673903642
2022-06-28,-0.1380041974754206
2022-06-29,-0.13639479865999293
2022-06-30,-0.14263341561064669
2022-07-01,-0.1331655045435809
2022-07-05,-0.12853572151337922
2022-07-06,-0.12502858370552916
2022-07-07,-0.11741906895767618
2022-07-08,-0.11856214248275743
2022-07-11,-0.12210832499170543
2022-07-12,-0.12721266372035966
2022-07-13,-0.12859393454874168
2022-07-14,-0.1267411572087337
2022-07-15,-0.11325305009546949
2022-07-18,-0.1202017310633996
2022-07-19,-0.10454560244248545
2022-07-20,-0.10132712448279668
2022-07-21,-0.09525295428053082
2022-07-22,-0.10168886721564907
2022-07-25,-0.10140649356889109
2022-07-26,-0.12137513683307055
2022-07-27,-0.10541380566077196
2022-07-28,-0.09305875364461969
2022-07-29,-0.0836121807580561
2022-08-01,-0.08239962717529536
2022-08-02,-0.08975012577365882
2022-08-03,-0.08305852400373182
2022-08-04,-0.09101086633701672
2022-08-05,-0.0897591676429037
2022-08-08,-0.0898413517923995
2022-08-09,-0.09154949640577403
2022-08-10,-0.07810590986317345
2022-08-11,-0.07822241384789497
2022-08-12,-0.06458504625337069
2022-08-15,-0.05938518307631824
2022-08-16,-0.045268560685135184
2022-08-17,-0.049490641704164506
2022-08-18,-0.049085983575105074
2022-08-19,-0.05840680597692327
2022-08-22,-0.07561712425807654
2022-08-23,-0.08096146625463274
2022-08-24,-0.07840611341053316
2022-08-25,-0.07011301896389655
2022-08-26,-0.09923178001610633
2022-08-29,-0.1029538969068956
2022-08-30,-0.10977148130124825
2022-08-31,-0.11717376723617146
2022-09-01,-0.11174602054799043
2022-09-02,-0.12157185414934912
2022-09-06,-0.12640317668770673
2022-09-07,-0.1116545253434379
2022-09-08,-0.10648245694937453
2022-09-09,-0.09638328565051746
2022-09-12,-0.08939489621104757
2022-09-13,-0.12295415310197089
2022-09-14,-0.12127624511182766
2022-09-15,-0.1294245903722533
2022-09-16,-0.1304613554477818
2022-09-19,-0.12565260083964613
2022-09-20,-0.1346654562620072
2022-09-21,-0.14496966167092662
2022-09-22,-0.1478336201988779
2022-09-23,-0.16021795268389039
2022-09-26,-0.16428360890043847
2022-09-27,-0.16751487865724124
2022-09-28,-0.15361186303849528
2022-09-29,-0.1667490585425666
2022-09-30,-0.18257061546928954
2022-10-03,-0.1622176804701897
2022-10-04,-0.14260888036747166
2022-10-05,-0.14479566242479602
2022-10-06,-0.15457573501764943
2022-10-07,-0.1751648613615756
2022-10-10,-0.17607630165955013
2022-10-11,-0.1710996023761474
