Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
2024-01-26,190.44158935546875,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,False,44594000,159.1199951171875,159.1199951171875,160.72000122070312,157.91000366210938,158.4199981689453,False,51047400,397.0896301269531,403.92999267578125,406.1700134277344,402.42999267578125,404.3699951171875,False,17803300
2024-01-29,189.7587127685547,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,False,47145600,161.25999450683594,161.25999450683594,161.2899932861328,158.89999389648438,159.33999633789062,False,45270400,402.7815246582031,409.7200012207031,409.9800109863281,404.3299865722656,406.05999755859375,False,24510200
2024-01-30,186.10665893554688,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,False,55859400,159.0,159.0,161.72999572753906,158.49000549316406,160.6999969482422,False,45207400,401.6706848144531,408.5899963378906,413.04998779296875,406.45001220703125,412.260009765625,False,33477600
2024-01-31,182.50404357910156,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,False,55467800,155.1999969482422,155.1999969482422,159.00999450683594,154.80999755859375,157.0,False,50284400,390.8471374511719,397.5799865722656,415.32000732421875,397.2099914550781,406.9599914550781,False,47871100
2024-02-01,184.93875122070312,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,False,64885400,159.27999877929688,159.27999877929688,159.75999450683594,155.6199951171875,155.8699951171875,False,76542400,396.942138671875,403.7799987792969,408.0,401.79998779296875,401.8299865722656,False,30657700
2024-02-02,183.93914794921875,185.85000610351562,187.3300018310547,179.25,179.86000061035156,False,102551700,171.80999755859375,171.80999755859375,172.5,167.3300018310547,169.19000244140625,False,117218300,404.2561950683594,411.2200012207031,412.6499938964844,403.55999755859375,403.80999755859375,False,28256700
2024-02-05,185.7503204345703,187.67999267578125,189.25,185.83999633789062,188.14999389648438,False,69668800,170.30999755859375,170.30999755859375,170.5500030517578,167.6999969482422,170.1999969482422,False,55081300,398.7804870605469,405.6499938964844,411.1600036621094,403.989990234375,409.8999938964844,False,25352300
2024-02-06,187.35366821289062,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,False,43490800,169.14999389648438,169.14999389648438,170.7100067138672,167.64999389648438,169.38999938964844,False,42505500,398.6231994628906,405.489990234375,407.9700012207031,402.9100036621094,405.8800048828125,False,18382600
2024-02-07,187.46253967285156,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,False,53439000,170.52999877929688,170.52999877929688,170.8800048828125,168.94000244140625,169.47999572753906,False,47174100,407.0382385253906,414.04998779296875,414.29998779296875,407.3999938964844,407.44000244140625,False,22340500
2024-02-08,186.38375854492188,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,False,40962000,169.83999633789062,169.83999633789062,171.42999267578125,168.8800048828125,169.64999389648438,False,42316500,407.09716796875,414.1099853515625,415.55999755859375,412.5299987792969,414.04998779296875,False,21225300
2024-02-09,187.14678955078125,188.85000610351562,189.99000549316406,188.0,188.64999389648438,False,45155200,174.4499969482422,174.4499969482422,175.0,170.5800018310547,170.89999389648438,False,56986000,413.4281005859375,420.54998779296875,420.82000732421875,415.0899963378906,415.25,False,22032800
2024-02-12,185.46212768554688,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,False,41781900,172.33999633789062,172.33999633789062,175.38999938964844,171.5399932861328,174.8000030517578,False,51050400,408.22772216796875,415.260009765625,420.739990234375,414.75,420.55999755859375,False,21202900
2024-02-13,183.37115478515625,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,False,56529500,168.63999938964844,168.63999938964844,170.9499969482422,165.75,167.72999572753906,False,56345100,399.4391174316406,406.32000732421875,410.07000732421875,403.3900146484375,404.94000244140625,False,27824900
2024-02-14,182.4891815185547,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,False,54630500,170.97999572753906,170.97999572753906,171.2100067138672,168.27999877929688,169.2100067138672,False,42815500,403.29986572265625,409.489990234375,409.8399963378906,404.57000732421875,408.07000732421875,False,20401200
2024-02-15,182.20181274414062,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,False,65434500,169.8000030517578,169.8000030517578,171.1699981689453,167.58999633789062,170.5800018310547,False,49855200,400.4141540527344,406.55999755859375,409.1300048828125,404.2900085449219,408.1400146484375,False,21825500
2024-02-16,180.665771484375,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,False,49752500,169.50999450683594,169.50999450683594,170.4199981689453,167.1699981689453,168.74000549316406,False,48107700,397.95196533203125,404.05999755859375,408.2900085449219,403.44000244140625,407.9599914550781,False,22296500
2024-02-20,179.92254638671875,181.55999755859375,182.42999267578125,180.0,181.7899932861328,False,53665600,167.0800018310547,167.0800018310547,168.7100067138672,165.74000549316406,167.8300018310547,False,41980300,396.7011413574219,402.7900085449219,404.489990234375,398.010009765625,403.239990234375,False,24307900
2024-02-21,180.6757049560547,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,False,41371400,168.58999633789062,168.58999633789062,170.22999572753906,167.13999938964844,168.94000244140625,False,44420100,396.1003723144531,402.17999267578125,402.2900085449219,397.2200012207031,400.1700134277344,False,18518900
2024-02-22,182.70718383789062,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,False,52292200,174.5800018310547,174.5800018310547,174.8000030517578,171.77000427246094,173.10000610351562,False,55392400,405.42724609375,411.6499938964844,412.8299865722656,408.57000732421875,410.19000244140625,False,27009900
2024-02-23,180.8739013671875,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,False,45119700,174.99000549316406,174.99000549316406,175.75,173.6999969482422,174.27999877929688,False,59715200,404.13702392578125,410.3399963378906,415.8599853515625,408.9700012207031,415.6700134277344,False,16295900
2024-02-26,179.5261688232422,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,False,40867400,174.72999572753906,174.72999572753906,176.3699951171875,174.25999450683594,175.6999969482422,False,44368600,401.37933349609375,407.5400085449219,412.1600036621094,407.3599853515625,411.4599914550781,False,16193500
2024-02-27,180.98291015625,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,False,54318900,173.5399932861328,173.5399932861328,174.6199951171875,172.86000061035156,174.0800018310547,False,31141700,401.32025146484375,407.4800109863281,408.32000732421875,403.8500061035156,407.989990234375,False,14835800
2024-02-28,179.78379821777344,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,False,48953900,173.16000366210938,173.16000366210938,174.0500030517578,172.27000427246094,172.44000244140625,False,28180500,401.5566101074219,407.7200012207031,409.29998779296875,405.32000732421875,408.17999267578125,False,13183100
2024-02-29,179.119873046875,180.75,182.57000732421875,179.52999877929688,181.27000427246094,False,136682600,176.75999450683594,176.75999450683594,177.22000122070312,172.85000610351562,173.00999450683594,False,53805400,407.38714599609375,413.6400146484375,414.20001220703125,405.9200134277344,408.6400146484375,False,31947300
2024-03-01,178.03970336914062,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,False,73563100,178.22000122070312,178.22000122070312,178.72999572753906,176.07000732421875,176.75,False,31981200,409.21905517578125,415.5,415.8699951171875,410.8800048828125,411.2699890136719,False,17823400
2024-03-04,173.5208282470703,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,False,81510100,177.5800018310547,177.5800018310547,180.13999938964844,177.49000549316406,177.52999877929688,False,37381500,408.6478271484375,414.9200134277344,417.3500061035156,412.32000732421875,413.44000244140625,False,17596000
2024-03-05,168.58572387695312,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,False,95132400,174.1199951171875,174.1199951171875,176.92999267578125,173.3000030517578,176.92999267578125,False,37228300,396.56329345703125,402.6499938964844,414.25,400.6400146484375,413.9599914550781,False,26919200
2024-03-06,167.59475708007812,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,False,68587700,173.50999450683594,173.50999450683594,176.4600067138672,173.25999450683594,175.5399932861328,False,32090900,396.01171875,402.0899963378906,405.1600036621094,398.3900146484375,402.9700012207031,False,22344100
2024-03-07,167.47581481933594,169.0,170.72999572753906,168.49000549316406,169.14999389648438,False,71765100,176.82000732421875,176.82000732421875,177.99000549316406,173.72000122070312,174.8300018310547,False,34063300,402.9551696777344,409.1400146484375,409.7799987792969,402.239990234375,406.1199951171875,False,18718500
2024-03-08,169.1902313232422,170.72999572753906,173.6999969482422,168.94000244140625,169.0,False,76267000,175.35000610351562,175.35000610351562,178.7899932861328,174.3300018310547,176.44000244140625,False,37893200,400.0793151855469,406.2200012207031,410.4200134277344,404.3299865722656,407.9599914550781,False,18002200
2024-03-11,171.19200134277344,172.75,174.3800048828125,172.0500030517578,172.94000244140625,False,60139500,171.9600067138672,171.9600067138672,174.47000122070312,171.47000122070312,174.30999755859375,False,28484800,398.4049987792969,404.5199890136719,405.67999267578125,401.260009765625,403.760009765625,False,16120800
2024-03-12,171.66769409179688,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,False,59825400,175.38999938964844,175.38999938964844,176.75999450683594,171.97999572753906,173.5,False,36610600,409.0023498535156,415.2799987792969,415.57000732421875,406.7900085449219,407.6199951171875,False,22457000
2024-03-13,169.58663940429688,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,False,52488700,176.55999755859375,176.55999755859375,177.6199951171875,175.5500030517578,175.89999389648438,False,30772600,408.8250427246094,415.1000061035156,418.17999267578125,411.45001220703125,418.1000061035156,False,17115900
2024-03-14,171.4397430419922,173.0,174.30999755859375,172.0500030517578,172.91000366210938,False,72913500,178.75,178.75,179.52999877929688,176.47000122070312,177.69000244140625,False,43705800,418.7920837402344,425.2200012207031,427.82000732421875,417.989990234375,420.239990234375,False,34157300
2024-03-15,171.0631866455078,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,False,121752700,174.4199981689453,174.4199981689453,177.92999267578125,173.89999389648438,176.63999938964844,False,72147400,410.1251525878906,416.4200134277344,422.6000061035156,412.7900085449219,419.2900085449219,False,45079900
2024-03-18,172.15328979492188,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,False,75604200,174.47999572753906,174.47999572753906,176.69000244140625,174.27999877929688,175.8000030517578,False,31250700,411.0115051269531,417.32000732421875,420.7300109863281,413.7799987792969,414.25,False,20106000
2024-03-19,174.49197387695312,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,False,55215200,175.89999389648438,175.89999389648438,176.08999633789062,173.52000427246094,174.22000122070312,False,26880900,415.0396728515625,421.4100036621094,421.6700134277344,415.54998779296875,417.8299865722656,False,19837900
2024-03-20,177.05860900878906,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,False,53423100,178.14999389648438,178.14999389648438,178.52999877929688,174.63999938964844,176.13999938964844,False,29947200,418.80194091796875,425.2300109863281,425.9599914550781,420.6600036621094,422.0,False,17860100
2024-03-21,169.824462890625,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,False,106181300,178.14999389648438,178.14999389648438,181.4199981689453,178.14999389648438,179.99000549316406,False,32824300,422.8793640136719,429.3699951171875,430.82000732421875,427.1600036621094,429.8299865722656,False,21296200
2024-03-22,170.7262420654297,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,False,71160100,178.8699951171875,178.8699951171875,179.25999450683594,176.75,177.75,False,27995400,422.2588806152344,428.739990234375,429.8599853515625,426.07000732421875,429.70001220703125,False,17648500
2024-03-25,169.3091583251953,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,False,54288300,179.7100067138672,179.7100067138672,180.99000549316406,177.24000549316406,178.00999450683594,False,29815500,416.4677734375,422.8599853515625,427.4100036621094,421.6099853515625,425.239990234375,False,18060500
2024-03-26,168.17945861816406,169.7100067138672,171.4199981689453,169.5800018310547,170.0,False,57388400,178.3000030517578,178.3000030517578,180.4499969482422,177.9499969482422,180.14999389648438,False,29659000,415.2760314941406,421.6499938964844,425.989990234375,421.3500061035156,425.6099853515625,False,16725600
2024-03-27,171.74696350097656,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,False,60273300,179.8300018310547,179.8300018310547,180.0,177.30999755859375,179.8800048828125,False,33272600,415.0593566894531,421.42999267578125,424.45001220703125,419.010009765625,424.44000244140625,False,16705000
2024-03-28,169.93344116210938,171.47999572753906,172.22999572753906,170.50999450683594,171.75,False,65672700,180.3800048828125,180.3800048828125,181.6999969482422,179.25999450683594,180.1699981689453,False,38051600,414.360107421875,420.7200012207031,421.8699951171875,419.1199951171875,420.9599914550781,False,21871200
