,weight
AAPL,0.013572647370413487
AMGN,0.028918936278086768
AMZN,0.0036808294697976787
AXP,0.002945369094793075
BA,0.0019679349629419273
CAT,0.0010710498556178456
CRM,0.0022766845910130637
CSCO,0.011033642339169064
CVX,0.03238984644992581
DIS,0.062195065452616265
GS,0.00114089127929539
HD,0.010476040760804514
HON,0.001982026061115857
IBM,0.019930346328542483
JNJ,0.07738480133641376
JPM,0.0016728180655502065
KO,0.09410646692745198
MCD,0.19263105822147025
MMM,0.0012825468967990494
MRK,0.036556689219206885
MSFT,0.0020208600572019677
NKE,0.03592407800860398
NVDA,0.005894961447157003
PG,0.07501714957552906
SHW,0.007618292862049465
TRV,0.011965199631272095
UNH,0.07456401704608939
V,0.0025367149551200566
VZ,0.08421013212979866
WMT,0.10303290332615299
