Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,TIP,GLD,DBC,VNQ
2019-05-29,-0.006710643270441241,-0.008225916849694204,-0.008355883785374663,-0.00639117513145504,0.006485248938388644,0.0030300169103458785,-0.0003712431199507371,0.0004174919185198078,-0.002688319960273855,0.0017549852555140966,0.0003310511869667465,-0.0038071618337010005,-0.013304340659428426
2019-05-30,0.002730903942353091,0.004204236988106569,-0.0027642419627814663,0.003765194899551627,0.005452441776341965,0.008598972021153228,0.003618361929142333,0.005756625040379548,0.0021089845957393827,0.0033281460122616124,0.0067841455794737104,-0.01019106572575268,0.004184606741715946
2019-05-31,-0.013475100412040808,-0.015953096414578205,-0.013992782257560288,-0.0090651689986192,0.0034508092261460455,0.012519304983489743,0.006654864712660746,0.00232263236844954,-0.00724980792684049,0.006285608336139337,0.013476862164072179,-0.026383504111539557,0.005787331189399447
2019-06-03,-0.00254332817246683,-0.022017655786635615,0.003496829056492512,0.00583574540723264,0.009088758538160047,0.0066887395376791225,0.004811225693153842,0.0030796607628267303,0.001609622839714664,0.002695825489667847,0.014432812396575123,-0.003304765192907677,0.0024173480921689805
2019-06-04,0.021707280434724252,0.028156342593204098,0.025893358376744224,0.01144757773598748,0.002190742956864611,-0.011401215032872947,-0.0036620482824268885,0.00033088134142977843,0.010041401498691371,-0.002001298679126684,0.0003197259638094696,0.005968183031565433,-0.00447771836333033
2019-06-05,0.008661980428804172,0.0074324025163925445,0.00019953124583849124,-0.00031017267716371144,-0.008015382809316351,-0.005652025886388912,0.0,-0.000661865474676282,0.0023387903612368532,0.0006099817509594985,0.00255692921232642,-0.020435122539752215,0.020873961478607095
2019-06-06,0.006502608208741378,0.007945290434317354,-0.002597050145136115,0.00403225305310384,0.0004893999032837826,0.0032257770471546543,-0.000184207724388874,0.0019044252920876747,0.0021010681186550695,-0.000609609900045327,0.003267681746440987,0.01749669154068534,0.001920619995293471
2019-06-07,0.010006797999496886,0.019311670170131023,0.007076246972721911,0.012665932312635686,0.007831835000388976,0.008652141491443333,0.003952589027762743,0.004462093371028875,0.002561048885514783,0.0036609648537788697,0.0056402851919619135,0.0033068774301143744,0.003720534592588809
2019-06-10,0.004589206161669024,0.011655118753388649,0.005899732059312601,0.002745700701942022,0.010441865273285611,-0.009412513506921183,-0.00494361898570872,-0.0036196760491491453,0.0015100629263986587,-0.005384588338859464,-0.00995334973762707,-0.0026367237034340407,-0.0032570686002464377
2019-06-11,-0.00024220461060975307,0.0013650863971794713,-0.002965453157040887,0.005019809982211854,0.011295616342327008,0.0006127609438040249,0.0,0.0009082465528644779,0.001391636259721718,-0.0013103444107990248,-0.0011968524989020013,0.006609309587285672,0.0027043982758703233
2019-06-12,-0.0017649103320953596,-0.005779850119918661,0.0011232961533578223,-0.007416369810196444,-0.01069404593588752,0.000766103383059713,0.0025762214627083058,0.0014847345045818638,-0.002316149337447282,0.0005246430972130067,0.00519253494403471,-0.013788484013275593,0.003372219289452305
