,weight
AAPL,0.014371346063668052
AMGN,0.13141589706688458
AMZN,0.014371346063668052
CRM,0.014371346063668052
CSCO,0.014371346063668052
CVX,0.014371346063668052
DIS,0.014371346063668052
HD,0.014371346063668052
HON,0.014371346063668052
JPM,0.014371346063668052
KO,0.014371346063668052
MCD,0.014371346063668052
MRK,0.13141589706688458
MSFT,0.014371346063668052
NKE,0.014371346063668052
NVDA,0.014371346063668052
PG,0.14446730861854776
UNH,0.014371346063668052
V,0.014371346063668052
VZ,0.14446730861854776
WMT,0.2182920516104464
