,weight
AAPL,0.006494360024782678
ABBV,0.02961876671068964
ABT,0.006494360024782678
ACN,0.006494360024782678
ADBE,0.006494360024782678
AMD,0.006494360024782678
AMGN,0.02961876671068964
AMZN,0.006494360024782678
AVGO,0.03791630708582998
BAC,0.006494360024782678
BMY,0.02961876671068964
COST,0.03791630708582998
CRM,0.006494360024782678
CSCO,0.006494360024782678
CVX,0.006494360024782678
DHR,0.006494360024782678
DIS,0.03791630708582998
GOOG,0.006494360024782678
HD,0.006494360024782678
HON,0.006494360024782678
JPM,0.006494360024782678
KO,0.04142688769916316
LIN,0.03791630708582998
LLY,0.02961876671068964
MA,0.006494360024782678
MCD,0.03791630708582998
META,0.08581715218086995
MRK,0.02961876671068964
MSFT,0.006494360024782678
NEE,0.04142688769916316
NFLX,0.006494360024782678
NKE,0.006494360024782678
NVDA,0.006494360024782678
ORCL,0.006494360024782678
PEP,0.04142688769916316
PFE,0.02961876671068964
PG,0.04142688769916316
PM,0.04142688769916316
TMO,0.006494360024782678
TSLA,0.055444591465211565
TXN,0.006494360024782678
UNH,0.02961876671068964
UPS,0.006494360024782678
V,0.006494360024782678
VZ,0.04142688769916316
WFC,0.006494360024782678
WMT,0.03791630708582998
XOM,0.006494360024782678
