Date,return
2019-06-03,0.00366770272287242
2019-06-04,0.0008882884973239177
2019-06-05,0.0012291603043598138
2019-06-06,0.0006647329186366941
2019-06-07,0.003530461397959497
2019-06-10,-0.0027743119362580774
2019-06-11,0.0005274561357767911
2019-06-12,0.0009848498664453507
2019-06-13,0.0024738725562004744
2019-06-14,0.0002572807324354471
2019-06-17,-0.0003472783837040487
2019-06-18,0.0036093207681420045
2019-06-19,0.0035184900282969056
2019-06-20,0.0029206298148295325
2019-06-21,-0.004009068125390789
2019-06-24,0.002127641753930995
2019-06-25,-0.0008143114981737107
2019-06-26,-0.003221826337478447
2019-06-27,0.0032172573906860116
2019-06-28,0.000549083384256558
2019-07-01,-0.0006358720589660689
2019-07-02,0.0034046403343421542
2019-07-03,0.0027741831631356456
2019-07-05,-0.005573611182612708
2019-07-08,-0.0012286395513299991
2019-07-09,-0.0007425109390437965
2019-07-10,0.0014296955192650315
2019-07-11,-0.004157075986873836
2019-07-12,0.001218428105420342
2019-07-15,0.0015739233958098808
2019-07-16,-0.002159963975561752
2019-07-17,0.0025676842991960575
2019-07-18,0.0017671290545533654
2019-07-19,-0.0021205329193854957
2019-07-22,0.0014199457185785588
2019-07-23,-0.00019243434954387627
2019-07-24,0.0012759826507986436
2019-07-25,-0.0017542175380626797
2019-07-26,0.0007397097432140852
2019-07-29,0.00013755554967352909
2019-07-30,0.0006002896125072365
2019-07-31,0.0009578634223766866
2019-08-01,0.0071524061222348395
2019-08-02,0.0009343887826621318
2019-08-05,0.0015854905551193105
2019-08-06,0.0035112047762534556
2019-08-07,0.00017808758974841428
2019-08-08,0.0018395514665167402
2019-08-09,-0.001515407840470411
2019-08-12,0.0029232432146829523
2019-08-13,-0.0007543613987854096
2019-08-14,0.0009792003533052181
2019-08-15,0.005291961860208035
2019-08-16,-0.0002591242725498669
2019-08-19,-0.0019415714506075437
2019-08-20,0.0030001452035525087
2019-08-21,-0.0001319403936399122
2019-08-22,-0.000781984753534733
2019-08-23,0.002456067789540192
2019-08-26,0.0011935171186696855
2019-08-27,0.0026182444737293475
2019-08-28,0.0010911311160089873
2019-08-29,-0.0007202919492190354
2019-08-30,-0.00011637486529898738
2019-09-03,0.0006481630420267303
2019-09-04,0.0019271156683984539
2019-09-05,-0.004109114046086987
2019-09-06,0.0008194452149348762
2019-09-09,-0.0038344777163766483
2019-09-10,-0.004828800653736111
2019-09-11,-0.0006290033809334939
2019-09-12,-0.0011276956716381604
2019-09-13,-0.006802649773940696
2019-09-16,0.004182758642277268
2019-09-17,0.0021393126010945222
2019-09-18,2.5005357693241205e-05
2019-09-19,6.0893124281288184e-05
2019-09-20,0.0041715845655105836
2019-09-23,0.0007731529671068429
2019-09-24,0.0027064241606646142
2019-09-25,-0.004538585483977772
2019-09-26,0.0013609866714950907
2019-09-27,0.00039555993828314733
2019-09-30,0.0010017697309714895
2019-10-01,0.0007857063180586329
2019-10-02,0.00013629570256769863
2019-10-03,0.0038102048104773504
2019-10-04,0.0024983033590677364
2019-10-07,-0.0025423920537461977
2019-10-08,-4.007302368467962e-05
2019-10-09,-0.0005571882051006767
2019-10-10,-0.00361727984344537
2019-10-11,-0.0029915689923236633
2019-10-14,0.002051054508135403
2019-10-15,-0.0023342955797382606
2019-10-16,0.0010067918606790096
2019-10-17,0.0004054864084837183
2019-10-18,0.0008246951774369369
2019-10-21,-0.0020599811359719076
2019-10-22,0.0015078029730287103
2019-10-23,0.0005912661918658758
2019-10-24,0.00025427480394501876
2019-10-25,-0.0013140989578804471
2019-10-28,-0.0025970231065351175
2019-10-29,5.490414679940171e-05
2019-10-30,0.0028275454959686723
2019-10-31,0.002988773491452526
2019-11-01,0.00023396533374188232
2019-11-04,-0.002791915029949143
2019-11-05,-0.004238883660370533
2019-11-06,0.0016271592184398914
2019-11-07,-0.005582390672121267
2019-11-08,-0.0006382291020663338
2019-11-11,0.0005522239058836271
2019-11-12,0.00021885304974309997
2019-11-13,0.0016410442186172243
2019-11-14,0.0033022314576468203
2019-11-15,0.0006002707944689586
2019-11-18,0.000807549908916413
2019-11-19,0.0001250826729573464
2019-11-20,0.001658109406464514
2019-11-21,-0.0018752723938032234
2019-11-22,0.00110112520119017
2019-11-25,0.0013071250804277724
2019-11-26,0.0019178015013233873
2019-11-27,-0.0011100289902378799
2019-11-29,-0.0013690952556902139
2019-12-02,-0.0029466677099479234
2019-12-03,0.005478830588973254
2019-12-04,-0.0013747132116871679
2019-12-05,-0.0009954686674735177
2019-12-06,-0.0014212761837487378
2019-12-09,0.0005414765529720672
2019-12-10,-9.51703770132527e-05
2019-12-11,0.003149084433172167
2019-12-12,-0.004628757656595329
2019-12-13,0.004194705471187923
2019-12-16,-0.002196447062436499
2019-12-17,0.000816429180122964
2019-12-18,-0.0008699327449294789
2019-12-19,-0.001537491631117666
2019-12-20,-0.00034626336758935666
2019-12-23,-0.0005223696519246481
2019-12-24,0.0014258425508164878
2019-12-26,0.0015448416184713828
2019-12-27,0.000868825642921526
2019-12-30,-0.000571745766897151
2019-12-31,-0.0019145292043841009
2020-01-02,0.004082390374116398
2020-01-03,0.004081802097160394
2020-01-06,-0.0010446358356992385
2020-01-07,-0.001514065140457497
2020-01-08,-0.0011305620995099113
2020-01-09,0.001410405643369874
2020-01-10,0.001698926885604595
2020-01-13,-0.0005021685724671146
2020-01-14,0.0011521855043509872
2020-01-15,0.0019171675917279121
2020-01-16,-0.000954416059432913
2020-01-17,-0.0007365330125219316
2020-01-21,0.0021188328347158773
2020-01-22,0.0005584852561210877
2020-01-23,0.0008200280577088902
2020-01-24,0.0008370435901828706
2020-01-27,0.001989360518945882
2020-01-28,0.0007573032118916273
2020-01-29,0.002824626822768937
2020-01-30,0.000981332247460745
2020-01-31,0.0015841622768591385
2020-02-03,-0.0005103019276496074
2020-02-04,-0.0015214120428884326
2020-02-05,-0.0013776244484163796
2020-02-06,0.0007780837432925424
2020-02-07,0.002614250403697614
2020-02-10,0.0019899714949582004
2020-02-11,-0.0011405629707245749
2020-02-12,-0.0006351548959992252
2020-02-13,0.0007833223022825891
2020-02-14,0.00181835422865169
2020-02-18,0.0003592508354100898
2020-02-19,-0.0002840227045133514
