,weight
AAPL,0.004168647302282904
ABBV,0.04289889885360893
ABT,0.05131983630671279
ACN,0.010333494902542255
ADBE,0.007888806922074174
AMD,0.0023338090229837547
AMGN,0.02022672986625834
AMZN,0.004189705911332151
AVGO,0.008690424017605726
BAC,0.018772302465237388
BMY,0.04939495741663002
COST,0.021725964271903368
CRM,0.007165894010310062
CSCO,0.018268253967799127
CVX,0.038632307609179184
DHR,0.022316273271329703
DIS,0.030100849137367998
GOOG,0.003895948516449889
HD,0.02737310977001223
HON,0.009619276315686934
JPM,0.026385057530789777
KO,0.010592425612415326
LIN,0.009041821188029939
LLY,0.018661692388348045
MA,0.01564928617057517
MCD,0.026750292843003644
META,0.00693911735663121
MRK,0.04184819928134991
MSFT,0.006440054580009984
NEE,0.06602600643593147
NFLX,0.021895302762449775
NKE,0.032285598090075994
NVDA,0.0020143990188389942
ORCL,0.017329346948407827
PEP,0.007450041632102381
PFE,0.03279226944865115
PG,0.007316857829100378
PM,0.014328570411817919
TMO,0.02029653006753348
TSLA,0.002406091567613293
TXN,0.010479437905377744
UNH,0.018681988065717595
UPS,0.023232069950116903
V,0.024311065890609784
VZ,0.06050321478277359
WFC,0.024140544378719948
WMT,0.026896013476225916
XOM,0.025991214529475958
