0,drawdown
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-0.027098369836468517
2020-06-12,-0.04373387285661978
2020-06-15,-0.04933507287555672
2020-06-16,-0.021975870016817
2020-06-17,-0.026166277089379686
2020-06-18,-0.030593428426349045
2020-06-19,-0.02021259381319429
2020-06-22,-0.029270496582662675
2020-06-23,-0.015882431597651236
2020-06-24,-0.03058178640231024
2020-06-25,-0.03702969295826675
2020-06-26,-0.03925614779418096
2020-06-29,-0.04783118050831059
2020-06-30,-0.03186089077537446
2020-07-01,-0.017396055263568133
2020-07-02,-0.008845550020033288
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-0.0009815957035541611
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,-0.014654536395223183
2020-07-15,-0.0011588614203432712
2020-07-16,-0.007884072784023255
2020-07-17,-0.004138850642451675
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,-0.002647872952396435
2020-07-23,0.0
2020-07-24,-0.010290091268702284
2020-07-27,-0.007526673936604222
2020-07-28,-0.005404026836362319
2020-07-29,-0.0018343587349797241
2020-07-30,-0.0037635209997129992
2020-07-31,-0.0011167026247113077
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,-0.002325322475125513
2020-08-14,-0.004420179111431111
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,-0.003584432425569717
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,-0.006814156243306835
2020-09-04,-0.028922331346675767
2020-09-08,-0.05247378231789568
2020-09-09,-0.04451835831022943
2020-09-10,-0.04082818881804451
2020-09-11,-0.05302164494429262
2020-09-14,-0.041980861961368965
2020-09-15,-0.03464113665077073
2020-09-16,-0.03303699003237237
2020-09-17,-0.050964837412662556
2020-09-18,-0.05001792870761357
2020-09-21,-0.06621275163925566
2020-09-22,-0.06125132320158544
2020-09-23,-0.06080386471161736
2020-09-24,-0.07704327125384125
2020-09-25,-0.07245056601360622
2020-09-28,-0.05420213684080977
2020-09-29,-0.05439873299110787
2020-09-30,-0.046478486760135995
2020-10-01,-0.041232984174364495
2020-10-02,-0.04976026895844643
2020-10-05,-0.04546286433831648
2020-10-06,-0.0381265077538826
2020-10-07,-0.036257110919972524
2020-10-08,-0.027809932942235105
2020-10-09,-0.02218662317416209
2020-10-12,-0.009090101874523526
2020-10-13,-0.009419862648901933
2020-10-14,-0.013291105105547985
2020-10-15,-0.028340047178345262
2020-10-16,-0.019157252112232848
2020-10-19,-0.022835529262720478
2020-10-20,-0.032042096349797045
2020-10-21,-0.03464020870569029
2020-10-22,-0.033354519382714165
2020-10-23,-0.031706731797794485
2020-10-26,-0.0411280285010962
2020-10-27,-0.04732328564212107
2020-10-28,-0.06957726103361095
2020-10-29,-0.07204695349134205
2020-10-30,-0.07835463672264453
2020-11-02,-0.06776953650014428
2020-11-03,-0.05259795075443907
2020-11-04,-0.02414104520348348
2020-11-05,-0.013296338297326793
2020-11-06,-0.01529409474930854
2020-11-09,0.0
2020-11-10,-0.030133313442578857
2020-11-11,-0.026102206651087645
2020-11-12,-0.03154143933879394
2020-11-13,-0.02959763398751758
2020-11-16,-0.017448099072545853
2020-11-17,-0.018023950235940056
2020-11-18,-0.01578701999675325
2020-11-19,-0.026493690204067222
2020-11-20,-0.02524377469203387
2020-11-23,-0.021422311225200774
2020-11-24,-0.008791017145624025
2020-11-25,-0.007732668194260439
2020-11-27,-0.0051740477741413216
2020-11-30,-0.004538367792693454
2020-12-01,0.0
2020-12-02,-0.002686744311854672
2020-12-03,-0.001993908205978112
2020-12-04,0.0
2020-12-07,0.0
2020-12-08,0.0
2020-12-09,0.0
2020-12-10,-0.009167802316106699
2020-12-11,-0.01040359522959744
2020-12-14,0.0
