Date,cumulative_return
2019-06-03,0.010743927846926793
2019-06-04,0.02004265185631504
2019-06-05,0.03166191040486499
2019-06-06,0.04132062179532281
2019-06-07,0.04926210218944238
2019-06-10,0.04532719624422299
2019-06-11,0.04848952186250721
2019-06-12,0.05348222181479656
2019-06-13,0.058662919942196856
2019-06-14,0.06176479748251951
2019-06-17,0.057795474615209175
2019-06-18,0.058584832161816314
2019-06-19,0.06386262106099116
2019-06-20,0.0702474653535281
2019-06-21,0.0702555157051914
2019-06-24,0.07262846897488506
2019-06-25,0.07045825994278743
2019-06-26,0.06102562060987382
2019-06-27,0.062472531955697796
2019-06-28,0.06296459261298537
2019-07-01,0.06711075929436827
2019-07-02,0.07709048330683954
2019-07-03,0.08686990162080588
2019-07-05,0.08373538247464296
2019-07-08,0.08303672449000432
2019-07-09,0.07888766389604407
2019-07-10,0.08493015057206654
2019-07-11,0.08720341742934079
2019-07-12,0.08939630944730381
2019-07-15,0.09342939188249111
2019-07-16,0.09113920704176803
2019-07-17,0.0887035438037711
2019-07-18,0.09059849118020313
2019-07-19,0.08062248072938027
2019-07-22,0.07716981760407382
2019-07-23,0.08592390186263166
2019-07-24,0.08309635827595674
2019-07-25,0.08396343329304568
2019-07-26,0.0938872628230536
2019-07-29,0.09700359520697988
2019-07-30,0.09607081014594643
2019-07-31,0.08088684009990565
2019-08-01,0.07443432506807857
2019-08-02,0.07754855838312635
2019-08-05,0.05517436007907839
2019-08-06,0.06785024325113476
2019-08-07,0.0704773724426686
2019-08-08,0.08407360916629503
2019-08-09,0.08451804587092804
2019-08-12,0.0744702167569753
2019-08-13,0.08769322663382262
2019-08-14,0.06759090397261902
2019-08-15,0.08110805533639032
2019-08-16,0.0907734303655292
2019-08-19,0.09801601975887508
2019-08-20,0.08774257509638295
2019-08-21,0.09480632683630374
2019-08-22,0.09473632694029943
2019-08-23,0.07341589752082389
2019-08-26,0.08771499729780086
2019-08-27,0.08946029175119796
2019-08-28,0.09869357679262092
2019-08-29,0.10500062080855299
2019-08-30,0.1039426455031709
2019-09-03,0.1025470711834735
2019-09-04,0.11094220962284629
2019-09-05,0.11375739811286945
2019-09-06,0.11597475863965001
2019-09-09,0.10956289735618463
2019-09-10,0.10219592660365318
2019-09-11,0.10815932021289432
2019-09-12,0.11434058892980592
2019-09-13,0.1109030097690129
2019-09-16,0.10075372185592713
2019-09-17,0.10758950692635416
2019-09-18,0.10973770286322404
2019-09-19,0.10926279414289586
2019-09-20,0.10733443423673994
2019-09-23,0.11110216051776178
2019-09-24,0.11136827139139438
2019-09-25,0.11196518701234726
2019-09-26,0.11046583099722618
2019-09-27,0.10836245708586212
2019-09-30,0.11261724213586666
2019-10-01,0.10325809809900366
2019-10-02,0.08526244498844049
2019-10-03,0.09260404497834607
2019-10-04,0.10834811244505227
2019-10-07,0.10500844348773253
2019-10-08,0.09534388355392798
2019-10-09,0.10208976550272397
2019-10-10,0.10431822449821593
2019-10-11,0.1047590835924419
2019-10-14,0.10121612638003863
2019-10-15,0.10563651365782989
2019-10-16,0.10646671626153359
2019-10-17,0.1085611919637024
2019-10-18,0.11022687677032961
2019-10-21,0.11196470945423553
2019-10-22,0.10687972673775414
2019-10-23,0.10930862041291212
2019-10-24,0.10501133568079024
2019-10-25,0.10084118453799551
2019-10-28,0.0990822345109228
2019-10-29,0.098034852357757
2019-10-30,0.10972507455493385
2019-10-31,0.10843742779745269
2019-11-01,0.10632847824110803
2019-11-04,0.09489853235573142
2019-11-05,0.09470766464313396
2019-11-06,0.10117158866166398
2019-11-07,0.10296045339774795
2019-11-08,0.10400061225667612
2019-11-11,0.09990011802113385
2019-11-12,0.10099206086651069
2019-11-13,0.11501556138331415
2019-11-14,0.11280787207741949
2019-11-15,0.11469332118867537
2019-11-18,0.12038852286941926
2019-11-19,0.11860044366478628
2019-11-20,0.11932442245642849
2019-11-21,0.11643638107364995
2019-11-22,0.11940080642534956
2019-11-25,0.1208547014516903
2019-11-26,0.129774878049163
2019-11-27,0.1321529345398511
2019-11-29,0.13111823907803188
2019-12-02,0.13060793412816363
2019-12-03,0.12595745563352367
2019-12-04,0.13373291098943008
2019-12-05,0.13466949529364958
2019-12-06,0.14054927695393582
2019-12-09,0.1371314118001956
2019-12-10,0.13664317031070428
2019-12-11,0.13764517487096417
2019-12-12,0.14376698192408233
2019-12-13,0.14597983176350282
2019-12-16,0.15213878724718
2019-12-17,0.15246238939737866
2019-12-18,0.1453446025465317
2019-12-19,0.15093537753065545
2019-12-20,0.15851770176556945
2019-12-23,0.15392854226358432
2019-12-24,0.15407277855269141
2019-12-26,0.15639629558756996
2019-12-27,0.160025433586084
2019-12-30,0.1529178679837948
2019-12-31,0.15582887216903063
2020-01-02,0.15931740123131477
2020-01-03,0.1506072510261378
2020-01-06,0.15225795564433997
2020-01-07,0.14557431061743364
2020-01-08,0.1497629616603926
2020-01-09,0.15796400521565346
2020-01-10,0.15599887445501603
2020-01-13,0.15781625187701986
2020-01-14,0.15954540788707372
2020-01-15,0.16607145226700348
2020-01-16,0.1723946759567352
2020-01-17,0.17418687762627783
2020-01-21,0.17287920640646037
2020-01-22,0.17562919141105549
2020-01-23,0.17456766683988523
2020-01-24,0.16485010735892036
2020-01-27,0.15733388192169828
2020-01-28,0.16369119737141613
2020-01-29,0.16098600067357793
2020-01-30,0.16973486498829793
2020-01-31,0.15643285265727647
2020-02-03,0.1598313582041857
2020-02-04,0.16941806828783634
2020-02-05,0.1784332118534
2020-02-06,0.1784584622733434
2020-02-07,0.1742875804939792
2020-02-10,0.1792270316267801
2020-02-11,0.1755409175203262
2020-02-12,0.17748740062668467
2020-02-13,0.1797750415495798
2020-02-14,0.1814420262967793
2020-02-18,0.17717400405605588
2020-02-19,0.17938449839614967
2020-02-20,0.17819231636208843
2020-02-21,0.17884309202358306
2020-02-24,0.15084772601437657
2020-02-25,0.1286859781337759
2020-02-26,0.11945636977146878
2020-02-27,0.07289093210651831
2020-02-28,0.05471593006396902
2020-03-02,0.10798765037269131
2020-03-03,0.08593017385663537
2020-03-04,0.135573949526139
2020-03-05,0.10501014369190398
2020-03-06,0.09988419418362837
2020-03-09,0.042586702061554016
2020-03-10,0.08618957904707147
2020-03-11,0.03582239171400725
2020-03-12,-0.058076754016324506
2020-03-13,0.011773342354597816
2020-03-16,-0.08254839642125844
2020-03-17,-0.03476762378242437
2020-03-18,-0.07366108602401944
2020-03-19,-0.07477458784474122
2020-03-20,-0.11819303843550366
2020-03-23,-0.14966373319132575
2020-03-24,-0.07708818579417931
2020-03-25,-0.06952624490142945
2020-03-26,-0.019600944653144214
2020-03-27,-0.04326506250867734
2020-03-30,-0.0025069945204510002
2020-03-31,-0.0227704895030727
2020-04-01,-0.051059309968768174
2020-04-02,-0.015564413492548446
2020-04-03,-0.023892597756768774
2020-04-06,0.035922024729314384
2020-04-07,0.02574935144040924
2020-04-08,0.048607357644700144
2020-04-09,0.061142702538335536
2020-04-13,0.050897907917630825
2020-04-14,0.08274644679289445
2020-04-15,0.06489963255894082
2020-04-16,0.0712348371387761
2020-04-17,0.09772205562600189
2020-04-20,0.07306297026152753
2020-04-21,0.05102197588436752
2020-04-22,0.07070453746138328
2020-04-23,0.06544185360892518
2020-04-24,0.07278234760518343
2020-04-27,0.08538214236848707
2020-04-28,0.0813001274447307
2020-04-29,0.08981373067370346
2020-04-30,0.07708881924172295
2020-05-01,0.06118310920023462
2020-05-04,0.056966608666514595
2020-05-05,0.05945444269020439
2020-05-06,0.045578182747798124
2020-05-07,0.051559863443655374
2020-05-08,0.07307316145721421
2020-05-11,0.06927081085358311
2020-05-12,0.05254557401260351
2020-05-13,0.03788619687022177
2020-05-14,0.046681173182039126
2020-05-15,0.05040594043486801
2020-05-18,0.07972264405353058
2020-05-19,0.06129174674415827
2020-05-20,0.07753401249565517
2020-05-21,0.0704727597469843
2020-05-22,0.0698292390403501
2020-05-26,0.07966201906172832
2020-05-27,0.09240463516802255
2020-05-28,0.09550009197085108
2020-05-29,0.10082250144185356
2020-06-01,0.10113277908455331
