0,drawdown
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-0.002338905315699691
2019-06-11,-0.0013154797971595134
2019-06-12,-3.410653480973025e-05
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,-0.00182689471701325
2019-06-18,0.0
2019-06-19,-0.0032872749934272916
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,0.0
2019-06-25,-0.002233853663547336
2019-06-26,-0.006690156293659655
2019-06-27,-0.010744715196433274
2019-06-28,-0.007780195546149282
2019-07-01,-0.0038516679831608336
2019-07-02,-7.054937386286042e-06
2019-07-03,0.0
2019-07-05,-0.00036110642741171706
2019-07-08,-0.0008469989049469939
2019-07-09,-0.005038122665637523
2019-07-10,-5.005445523775798e-05
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,-0.0016318794349851062
2019-07-18,-0.004139537902318247
2019-07-19,-0.003113247948148601
2019-07-22,-0.011596319002742939
2019-07-23,-0.002107240215331374
2019-07-24,-0.003525378715506511
2019-07-25,-0.005766423461314174
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,-0.007064119796816426
2019-08-01,-0.009155511702074737
2019-08-02,-0.022028499134767454
2019-08-05,-0.03169975581248474
2019-08-06,-0.033347568008701756
2019-08-07,-0.03258178492318309
2019-08-08,-0.02225371868199255
2019-08-09,-0.01614118378154672
2019-08-12,-0.022171669188862375
2019-08-13,-0.015575872939667668
2019-08-14,-0.021426407602196496
2019-08-15,-0.023454701019532176
2019-08-16,-0.015525654484588425
2019-08-19,-0.006096568060052543
2019-08-20,-0.010197311517728957
2019-08-21,-0.010967219050334487
2019-08-22,-0.009206599750082867
2019-08-23,-0.012889337396100764
2019-08-26,-0.019552123487252104
2019-08-27,-0.011102480072103238
2019-08-28,-0.008340127663811758
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,-0.006140068633601503
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,-4.5196726386032005e-05
2019-09-09,0.0
2019-09-10,-0.006596643531231683
