,weight
AAPL,3.1722990710325135e-17
ABBV,1.749993148504101e-17
ABT,0.0
ACN,4.970447446742246e-18
ADBE,0.0
AMD,0.1400368498324591
AMGN,1.776679540665389e-20
AMZN,7.754379774660277e-17
AVGO,0.0
BAC,6.268579285908876e-17
BMY,2.58510675585264e-17
COST,0.023756595971944152
CRM,6.445245041404e-18
CSCO,2.2674283433663233e-17
CVX,7.289141372716744e-17
DHR,0.09240457416882338
DIS,0.0
GOOG,0.0
HD,3.520298842674979e-17
HON,1.1487825468151088e-17
JPM,0.0
KO,0.0
LIN,0.0
LLY,0.26555117459991134
MA,3.9932964322056616e-17
MCD,0.0
META,6.206047411520342e-17
MRK,0.0
MSFT,0.027546801005130968
NEE,0.09209872051041104
NFLX,4.78978596531996e-18
NKE,2.2029510048741984e-18
NVDA,0.0
ORCL,0.0
PEP,0.0
PFE,0.0
PG,0.16499950481043046
PM,2.142608815553179e-17
TMO,0.0
TSLA,0.07277952761481149
TXN,1.3666354210096232e-17
UNH,0.0
UPS,0.0
V,5.838596274283487e-17
VZ,0.0
WFC,2.0987785792651503e-17
WMT,0.12082625148607812
XOM,0.0
