,weight
AAPL,0.0
ABBV,0.0
ABT,0.0
ACN,1.1570163324213395e-16
ADBE,0.0
ADI,5.716781418806744e-17
ADP,5.192829763423758e-17
AMAT,3.2694111606564304e-17
AMD,0.0
AMGN,1.3487595121437678e-17
AMZN,6.248473553066587e-17
ANET,0.06116478177843121
AVGO,0.0
AXP,1.8811575076234667e-18
BA,0.0
BAC,3.3737370613230583e-17
BKNG,5.1956948510376676e-17
BLK,0.0
BMY,1.1475329402021258e-17
BRK-B,2.040777944632581e-17
BSX,0.0
C,3.942667152824859e-17
CAT,0.0
CB,0.0
COP,0.0
COST,0.1604973017330786
CRM,0.0
CSCO,0.0
CVX,0.0
DE,0.0
DHR,0.021119157191423064
DIS,3.249009582949985e-17
DUK,1.1357370122491712e-16
ELV,0.0
ETN,2.1649444291069285e-17
GE,0.0
GILD,0.0
GOOG,7.53238412222874e-17
GS,1.2108187164494369e-17
HD,9.492855183931735e-19
HON,0.0
IBM,0.0
ICE,7.827231868103829e-19
INTU,2.3026224273731008e-17
ISRG,0.0
JNJ,0.0
JPM,4.714268387694239e-17
KLAC,3.010219012078201e-17
KO,1.1653920828629263e-17
LIN,0.0
LLY,0.18595758664293421
LMT,1.9256785404399193e-17
LOW,2.903925802870794e-17
LRCX,0.0
MA,5.66741985386254e-17
MCD,4.8752097125054754e-18
MDLZ,1.0659590763507494e-17
MDT,0.0
META,1.924454223763282e-17
MO,1.1650590753264738e-17
MRK,0.0
MSFT,0.0
MU,2.892851842983533e-18
NEE,0.0
NFLX,2.7524712540868533e-17
NKE,0.0
NOW,9.346615183315194e-17
NVDA,0.06600503371919755
ORCL,0.0
PANW,0.0
PEP,0.0
PFE,0.08759657834250584
PG,2.784778424656115e-17
PGR,4.104065052075874e-17
PLD,3.4712518364453425e-17
PLTR,0.08024684089548617
PM,0.0
QCOM,0.0
RTX,0.0
SBUX,0.0
SCHW,4.103204652972278e-17
SO,3.7618058589442e-18
SPGI,0.0
SYK,0.0
T,5.527705872250946e-17
TJX,0.0
TMO,0.0
TSLA,0.24692924315000483
TXN,0.0
UBER,0.0
UNH,0.0
UNP,1.1441580148841108e-17
UPS,0.09048347654693877
V,9.145700488817608e-18
VRTX,0.0
VZ,1.8473172111413235e-17
WFC,0.0
WM,1.4469537006917915e-18
WMT,0.0
XOM,5.55869593394691e-17
