Date,drawdown
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,-0.0035119308286467588
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-0.0031873018323910207
2019-06-11,-0.0013366567976381694
2019-06-12,-0.003745346807352834
2019-06-13,0.0
2019-06-14,-6.996541311021787e-05
2019-06-17,-0.00016803472496551564
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-0.0025457930889727365
2019-06-24,0.0
2019-06-25,-0.0013985390452523339
2019-06-26,-0.0031896402842059857
2019-06-27,0.0
2019-06-28,-0.0006996317308390898
2019-07-01,-0.0020220292489836478
2019-07-02,-0.000692332867455514
2019-07-03,0.0
2019-07-05,-0.005158867358773467
2019-07-08,-0.007294150689239998
2019-07-09,-0.006401140961514007
2019-07-10,0.0
2019-07-11,-0.004578045431607891
2019-07-12,-0.0021444637709856496
2019-07-15,-0.0028537328041634558
2019-07-16,-0.007608837064446705
2019-07-17,-0.005935346480234638
2019-07-18,-0.004413397442865619
2019-07-19,-0.0071649305778854755
2019-07-22,-0.0067644892214792085
2019-07-23,-0.005507279015271038
2019-07-24,-0.003794836011812075
2019-07-25,-0.008385331099470927
2019-07-26,-0.006319442840693412
2019-07-29,-0.005160917752897287
2019-07-30,-0.0033757343537718087
2019-07-31,-0.006579614204096806
2019-08-01,-0.006379323080076937
2019-08-02,-0.006671787109029492
2019-08-05,-0.009634264335271703
2019-08-06,-0.005144947326381488
2019-08-07,-0.005175800129151753
2019-08-08,0.0
2019-08-09,-0.0010216011904626843
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,-0.004040632697009161
2019-08-15,-0.0012437786982532062
2019-08-16,-0.0003902117621930046
2019-08-19,-0.0017564796266006377
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,-0.0032226075324433
2019-08-23,-0.003275853638719073
2019-08-26,-0.0019871471162571375
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-0.0037104278255229994
2019-09-03,-0.0041246045570949574
2019-09-04,0.0
2019-09-05,-0.005175507774646149
2019-09-06,-0.004025654414536617
2019-09-09,-0.00617732443984953
